topic,term,beta
5,vegatarian,7.538924800243885e-88
6,vegatarian,2.1149143266384518e-5
7,vegatarian,1.5065384071500052e-83
8,vegatarian,1.0035432746573685e-87
9,vegatarian,3.996278444734697e-95
10,vegatarian,6.426367843302032e-106
1,flan,4.35482278831904e-80
2,flan,7.718537734825096e-87
3,flan,4.0905766257636936e-85
4,flan,3.6719884528060104e-41
5,flan,8.201767707404288e-85
6,flan,2.986701270655684e-72
7,flan,9.151740449423867e-84
8,flan,5.625780431039953e-5
9,flan,8.267684168453445e-18
10,flan,1.3404184299074688e-102
1,sm,9.175856311608235e-80
2,sm,2.1719784247980596e-86
3,sm,1.1820384885734102e-84
4,sm,7.493761959320784e-40
5,sm,6.068448442711812e-85
6,sm,1.024663727851978e-71
7,sm,2.806952392438999e-83
8,sm,5.625780431040293e-5
9,sm,5.792522798578358e-18
10,sm,2.9666699366525078e-102
1,buen,9.384132603827732e-100
2,buen,2.5053516140677426e-57
3,buen,3.078779953094256e-100
4,buen,3.3714687023921215e-113
5,buen,5.3013509330707715e-115
6,buen,2.1149143266384518e-5
7,buen,7.221477574786001e-85
8,buen,1.0851700836009459e-119
9,buen,1.230675071121703e-26
10,buen,1.8874498986301234e-132
1,gollo,1.3249901155861866e-99
2,gollo,4.256082812568528e-58
3,gollo,3.5868649474753595e-101
4,gollo,4.6114749808835607e-113
5,gollo,1.0013136389532331e-115
6,gollo,2.1149143266384518e-5
7,gollo,2.035768135317245e-85
8,gollo,1.136693810370906e-119
9,gollo,2.863393936812336e-27
10,gollo,6.473638078622263e-133
1,oz,2.364005528850884e-77
2,oz,1.545332778804499e-63
3,oz,2.09608353748958e-23
4,oz,4.382213265811601e-20
5,oz,2.1498922257285383e-22
6,oz,1.0574571629971586e-4
7,oz,4.5992344892352426e-55
8,oz,1.8606096916250897e-34
9,oz,6.336544870175253e-14
10,oz,2.3219357236254064e-58
1,provecho,1.8641915126001658e-99
2,provecho,1.6413449054110333e-57
3,provecho,6.999994490101732e-101
4,provecho,4.445570586390482e-114
5,provecho,1.437085488897037e-114
6,provecho,2.1149143266384518e-5
7,provecho,7.049067852426552e-84
8,provecho,7.870980819249844e-119
9,provecho,1.6831379026165955e-26
10,provecho,3.654765305305186e-132
1,sweetened,4.894503717885596e-79
2,sweetened,1.9811053938873487e-82
3,sweetened,1.2165607782234183e-30
4,sweetened,3.229024318907284e-83
5,sweetened,1.5768055711449709e-80
6,sweetened,8.429601522665359e-26
7,sweetened,7.476772814014326e-5
8,sweetened,5.625482362168273e-5
9,sweetened,4.663921248510259e-27
10,sweetened,4.588596406553707e-36
1,syrup,3.0894991529353573e-96
2,syrup,7.798782605331325e-46
3,syrup,9.987801263858724e-96
4,syrup,4.404358649301246e-74
5,syrup,1.0881813492426363e-90
6,syrup,3.2690535188732218e-37
7,syrup,9.61564671411488e-89
8,syrup,1.1251560862082145e-4
9,syrup,1.546326177306513e-54
10,syrup,3.595669602382646e-48
1,whip,4.297073557381515e-99
2,whip,1.6188872583737357e-96
3,whip,1.1772003285627684e-97
4,whip,4.834888698255359e-96
5,whip,2.6832737539201487e-93
6,whip,5.4289471269594884e-27
7,whip,3.002468622182538e-88
8,whip,5.625780431041072e-5
9,whip,3.521241846861923e-100
10,whip,1.1180628261485332e-36
1,cervesa,3.0647721804433647e-103
2,cervesa,5.074233407097306e-106
3,cervesa,6.749565822587318e-36
4,cervesa,5.3300283916070854e-107
5,cervesa,5.2561236522715745e-98
6,cervesa,9.998641122441501e-24
7,cervesa,2.063308124873707e-19
8,cervesa,4.263784343913044e-101
9,cervesa,4.1610102411637476e-5
10,cervesa,4.419113750637118e-23
1,patty,7.719448287204136e-17
2,patty,1.6619990995648546e-16
3,patty,6.695575654157345e-13
4,patty,8.07063975339312e-31
5,patty,5.994931005770346e-41
6,patty,1.9926497200434923e-21
7,patty,3.7380565573497365e-4
8,patty,9.915810687038934e-9
9,patty,4.92249396034628e-15
10,patty,1.9439520880790477e-24
1,seca,4.3360599021497976e-103
2,seca,2.37992200305762e-105
3,seca,3.6271113082013285e-36
4,seca,3.0934230546228926e-107
5,seca,8.463700899877094e-98
6,seca,1.5740283943665738e-23
7,seca,2.304340380390008e-19
8,seca,5.751778962784834e-101
9,seca,4.1610102411637476e-5
10,seca,2.3853160413971784e-23
1,persons,8.143614496876852e-94
2,persons,2.0084930994567158e-86
3,persons,1.9364670936863138e-108
4,persons,2.1148884827698827e-45
5,persons,3.649244805748665e-78
6,persons,2.1149143266384518e-5
7,persons,1.9624467078499608e-41
8,persons,1.0406543383249287e-92
9,persons,2.392055548544054e-21
10,persons,2.6737757218765434e-22
1,condiments,7.005425078935979e-94
2,condiments,3.894146922326496e-45
3,condiments,3.919002869771686e-21
4,condiments,7.38552958083312e-5
5,condiments,2.3430314483607116e-19
6,condiments,9.722100791319249e-41
7,condiments,2.18412649387742e-34
8,condiments,1.0430384812118386e-87
9,condiments,5.635578849448555e-55
10,condiments,4.0447046583170286e-101
1,chefs,5.707046190074625e-58
2,chefs,3.1198352652255396e-43
3,chefs,4.792821026766674e-9
4,chefs,1.5421457093561354e-40
5,chefs,4.396484248737104e-70
6,chefs,6.344453998546568e-5
7,chefs,1.5368580273167942e-29
8,chefs,2.2951341952487577e-54
9,chefs,6.006140941442918e-55
10,chefs,3.633727792390818e-61
1,imitaion,3.65992278811824e-86
2,imitaion,9.39990061737369e-35
3,imitaion,2.0134993653891788e-120
4,imitaion,1.2635391317672166e-36
5,imitaion,7.219888827734925e-100
6,imitaion,2.1149143266384518e-5
7,imitaion,8.037366980340329e-25
8,imitaion,3.890425885386207e-49
9,imitaion,1.7237383506805765e-40
10,imitaion,1.5506212786723823e-83
1,scrumptious,2.4189662327110006e-86
2,scrumptious,3.181389396195411e-35
3,scrumptious,5.033312334606144e-121
4,scrumptious,6.781736570764269e-37
5,scrumptious,4.1105365377157553e-100
6,scrumptious,2.1149143266384518e-5
7,scrumptious,8.90690801323991e-26
8,scrumptious,2.9781910923643226e-49
9,scrumptious,7.534028985718602e-42
10,scrumptious,2.341714342096443e-83
1,decarnitas,2.468374523399928e-87
2,decarnitas,3.2979783373669596e-84
3,decarnitas,3.5351132181618337e-87
4,decarnitas,6.283688268573007e-69
5,decarnitas,3.373396112391082e-79
6,decarnitas,4.4545050722424224e-36
7,decarnitas,3.510870728584525e-51
8,decarnitas,3.214942759547858e-78
9,decarnitas,4.1610102411637625e-5
10,decarnitas,2.269511705388876e-83
1,ingredientes,1.8031406684534346e-122
2,ingredientes,7.487256514698673e-120
3,ingredientes,3.507632999705158e-5
4,ingredientes,8.61763987413644e-108
5,ingredientes,2.543189109439446e-116
6,ingredientes,8.574526079523587e-73
7,ingredientes,7.060714483570157e-117
8,ingredientes,6.769768466888539e-118
9,ingredientes,4.2996435610403875e-121
10,ingredientes,7.77516249669705e-135
1,sazonada,1.1756419878127908e-122
2,sazonada,2.088236763265059e-120
3,sazonada,3.507632999705158e-5
4,sazonada,8.412274564802244e-108
5,sazonada,1.800836931972951e-117
6,sazonada,4.882510123699299e-73
7,sazonada,1.0109239369615188e-116
8,sazonada,1.5078897114695296e-118
9,sazonada,1.9173783628726427e-123
10,sazonada,1.0587559726155793e-134
1,pot,1.9641809390030783e-121
2,pot,6.030865162382512e-119
3,pot,9.389839449512984e-99
4,pot,2.5162134501766837e-119
5,pot,6.268447512368171e-115
6,pot,4.229828652793774e-5
7,pot,8.008352468340254e-21
8,pot,3.4870053698867817e-38
9,pot,9.505350614719168e-15
10,pot,7.300167664100673e-32
1,chedar,4.38976881279365e-107
2,chedar,3.739762986626113e-99
3,chedar,1.3198944355461236e-98
4,chedar,3.6927645026960264e-5
5,chedar,9.719494598968416e-98
6,chedar,1.6478284604576424e-12
7,chedar,1.5494311165448147e-20
8,chedar,3.841704172971713e-33
9,chedar,2.016756681412691e-100
10,chedar,5.832385808295905e-113
1,shredder,8.34641163057496e-96
2,shredder,6.186039690994516e-90
3,shredder,5.850077804171509e-93
4,shredder,1.515417124861405e-9
5,shredder,2.835406452935442e-19
6,shredder,4.229741862550437e-5
7,shredder,1.8573310118107627e-26
8,shredder,1.7558806243575947e-35
9,shredder,2.1889120308729779e-44
10,shredder,4.636821717856442e-100
1,portions,1.2339220592429897e-47
2,portions,1.5848420547959787e-17
3,portions,2.011621584326195e-27
4,portions,5.635150007760539e-25
5,portions,2.4227832711742416e-15
6,portions,2.03472068090501e-5
7,portions,5.174090339002036e-21
8,portions,7.410431049328606e-14
9,portions,8.479798301089074e-5
10,portions,7.273738334600005e-57
1,satisfied,4.5430242626773197e-107
2,satisfied,3.152715181215978e-94
3,satisfied,2.004424155149868e-77
4,satisfied,1.6777245281645467e-62
5,satisfied,8.333911301081192e-98
6,satisfied,2.1788396357150694e-41
7,satisfied,8.314899082735602e-83
8,satisfied,5.943755292892031e-103
9,satisfied,4.1610102411637625e-5
10,satisfied,5.643243987598168e-116
1,select,4.5706459477355806e-45
2,select,4.174750472800494e-70
3,select,9.462355108716788e-5
4,select,1.6720833721476585e-53
5,select,4.426019864826639e-48
6,select,3.994011278177409e-5
7,select,5.734975004572039e-17
8,select,1.6122323387615744e-17
9,select,5.8830661525502946e-5
10,select,1.2048135153926904e-50
1,smiling,4.071608454895689e-106
2,smiling,3.6590822728630727e-94
3,smiling,2.123457463590285e-77
4,smiling,3.450737050608871e-63
5,smiling,7.56234052569781e-98
6,smiling,1.638811379229788e-41
7,smiling,1.0652563283128415e-82
8,smiling,2.5779672099830377e-103
9,smiling,4.1610102411637625e-5
10,smiling,5.849319324415108e-116
1,youre,3.989660066518696e-107
2,youre,8.141222799076201e-95
3,youre,4.4340741815089835e-78
4,youre,7.305305803472682e-64
5,youre,4.2608249539860645e-99
6,youre,8.780439064992547e-42
7,youre,6.4806583803745865e-83
8,youre,6.674495275549929e-103
9,youre,4.1610102411637625e-5
10,youre,2.5784277033340356e-116
1,bassa,2.208847203030451e-108
2,bassa,1.741939693116953e-110
3,bassa,1.108428174139004e-116
4,bassa,3.667983382594458e-5
5,bassa,3.6635934891912063e-10
6,bassa,1.4183515558561193e-7
7,bassa,1.6131802945547034e-49
8,bassa,3.694527591009998e-105
9,bassa,5.075710359724182e-96
10,bassa,1.597044329204273e-123
1,del,6.3125432487224e-47
2,del,4.349933743084928e-85
3,del,1.4030531997688295e-4
4,del,8.159425736240643e-28
5,del,8.822487571693692e-81
6,del,6.827376285018973e-15
7,del,9.962375277782204e-44
8,del,4.902911150138396e-25
9,del,4.33912904110603e-33
10,del,5.424099007270656e-88
1,especial,4.647998498285566e-100
2,especial,3.895979775784144e-82
3,especial,3.8562346634241006e-5
4,especial,5.396653581085077e-57
5,especial,7.541839617792184e-5
6,especial,8.650369123949387e-68
7,especial,2.2552880715226485e-22
8,especial,3.4139091108930993e-93
9,especial,4.54572859773043e-42
10,especial,2.0280140669636374e-112
1,semana,2.080707280418228e-98
2,semana,2.6798536465438224e-95
3,semana,3.507632999705158e-5
4,semana,2.440907300901359e-100
5,semana,1.63651753469169e-91
6,semana,1.8268387835065468e-109
7,semana,7.780864461566828e-75
8,semana,2.962267807086514e-94
9,semana,2.1258199832401644e-98
10,semana,8.527032249555344e-112
1,pick,1.5508488386397192e-42
2,pick,1.9779621116725634e-75
3,pick,1.0852978731446313e-71
4,pick,6.129964211239484e-23
5,pick,7.279091500137978e-71
6,pick,3.8052222342277505e-5
7,pick,1.6302828460416503e-52
8,pick,2.6631919438502854e-18
9,pick,1.3318427049419638e-4
10,pick,2.511454529394619e-40
1,chille,3.4916654253078646e-88
2,chille,7.80693478548078e-87
3,chille,1.3413537505812027e-93
4,chille,5.766003896869637e-85
5,chille,3.5001564290797116e-77
6,chille,1.1251504715922913e-7
7,chille,2.404659815043817e-5
8,chille,2.5079609267834855e-79
9,chille,6.961559625223303e-5
10,chille,1.9667738397675444e-88
1,beansand,1.043183901299456e-104
2,beansand,5.451566252081589e-104
3,beansand,1.3353495016926585e-107
4,beansand,2.949696958498444e-50
5,beansand,1.4297332151772035e-101
6,beansand,2.1149143266384518e-5
7,beansand,1.5746302633485309e-96
8,beansand,4.170989152238434e-38
9,beansand,1.6349399157588106e-25
10,beansand,3.988038790197246e-116
1,chit,1.864537944942654e-105
2,chit,3.6501990302768417e-104
3,chit,3.0578263806648876e-107
4,chit,6.523026802133371e-50
5,chit,3.5951009625709766e-101
6,chit,2.1149143266384518e-5
7,chit,1.3999739496359535e-96
8,chit,2.4741907262114147e-37
9,chit,1.1926713269110984e-25
10,chit,2.9409141377993875e-116
1,choices,1.129316786827033e-34
2,choices,1.187307975565407e-89
3,choices,7.716964764720577e-72
4,choices,6.7994437801766185e-43
5,choices,6.291714130379257e-29
6,choices,1.268948595983057e-4
7,choices,1.2217902033949934e-50
8,choices,5.365287277955054e-32
9,choices,2.7652448950795164e-18
10,choices,5.658224321387386e-57
1,lings,4.778827233127944e-104
2,lings,3.2865568870751113e-103
3,lings,1.6814953541046018e-106
4,lings,9.847299559417758e-50
5,lings,6.377205225695088e-101
6,lings,2.1149143266384518e-5
7,lings,4.777384624635916e-96
8,lings,5.330569630705581e-37
9,lings,1.3123155554789519e-24
10,lings,3.719378213972623e-116
1,cottage,4.541095455479421e-45
2,cottage,9.93304398987352e-105
3,cottage,2.077491260168204e-45
4,cottage,1.8724176865395137e-108
5,cottage,6.161294704490847e-95
6,cottage,6.632456390492507e-6
7,cottage,7.346456960123643e-22
8,cottage,9.605466805699343e-18
9,cottage,2.8561006938918583e-5
10,cottage,9.366699301240016e-102
1,negros,1.2512961908950203e-44
2,negros,1.0691551546794003e-104
3,negros,1.3701815848820784e-45
4,negros,2.3441867853008623e-108
5,negros,5.028679086061359e-94
6,negros,1.5145565906240347e-5
7,negros,4.053783097858548e-21
8,negros,1.1765468930069116e-18
9,negros,1.1811800868020475e-5
10,negros,6.879386240217939e-101
1,guaca,3.5019707200162404e-17
2,guaca,4.9292936153172465e-37
3,guaca,9.507829941681377e-99
4,guaca,5.586305774116136e-99
5,guaca,1.698726237453064e-17
6,guaca,4.779480563010088e-101
7,guaca,4.0425014310580197e-92
8,guaca,5.625780431036356e-5
9,guaca,5.46775874731946e-100
10,guaca,1.5177204934211143e-87
1,jalapefios,8.422891613916309e-92
2,jalapefios,2.7293000187822513e-94
3,jalapefios,4.5411470376327356e-95
4,jalapefios,5.479797992172102e-93
5,jalapefios,3.3945247891158697e-88
6,jalapefios,2.1149143266384518e-5
7,jalapefios,2.011507785129658e-40
8,jalapefios,1.3285525032056147e-86
9,jalapefios,4.021603441716317e-31
10,jalapefios,7.233859764829325e-22
1,asadas,1.8204277653461755e-110
2,asadas,6.328275722736082e-109
3,asadas,3.507632999705158e-5
4,asadas,3.6651877207057856e-95
5,asadas,4.5466943690028906e-105
6,asadas,3.390151998396804e-119
7,asadas,2.4532788208359113e-98
8,asadas,1.2531176576719305e-106
9,asadas,1.6930982241453837e-45
10,asadas,1.9636999697330547e-122
1,cebollay,1.428675397319789e-110
2,cebollay,4.325459050524667e-109
3,cebollay,3.507632999705158e-5
4,cebollay,1.0969287141261291e-95
5,cebollay,4.1368654116951105e-105
6,cebollay,2.3920026377472204e-119
7,cebollay,6.094871186753016e-99
8,cebollay,2.264154754512506e-106
9,cebollay,3.6529308293520456e-46
10,cebollay,9.309510996860857e-123
1,mollejas,5.958884744822902e-111
2,mollejas,2.766376477737385e-107
3,mollejas,3.507632999705158e-5
4,mollejas,1.2778416466850395e-94
5,mollejas,7.213910161993445e-105
6,mollejas,1.2971528681569788e-119
7,mollejas,6.2837215711150194e-99
8,mollejas,9.000524754388749e-107
9,mollejas,1.539436321482473e-45
10,mollejas,1.4406250333802242e-122
1,vapor,7.239360929523999e-111
2,vapor,8.928391383879031e-109
3,vapor,3.507632999705158e-5
4,vapor,1.2893377435988143e-94
5,vapor,2.156079648523707e-106
6,vapor,2.2878872580274415e-119
7,vapor,1.8528348285157294e-99
8,vapor,1.370088468237849e-107
9,vapor,5.1774163814254455e-46
10,vapor,7.374464245947706e-123
1,string,1.0242345922074877e-47
2,string,1.5282092092685876e-77
3,string,2.902834064224794e-25
4,string,4.384293684710722e-28
5,string,1.5599915462241664e-49
6,string,4.509626540063299e-16
7,string,1.8120594644541367e-4
8,string,3.2420616782182224e-5
9,string,1.681035945239219e-20
10,string,1.6521214974758747e-33
1,tazajo,8.980596286032594e-42
2,tazajo,9.929370348443066e-117
3,tazajo,7.63446017240625e-48
4,tazajo,1.1507529884618452e-19
5,tazajo,2.6074946448926073e-93
6,tazajo,5.5076438008621246e-27
7,tazajo,9.483548074831669e-23
8,tazajo,5.625780107779484e-5
9,tazajo,2.3909478131183013e-12
10,tazajo,9.050784485051567e-25
1,flawless,2.9581431425534044e-115
2,flawless,3.5141985893993366e-108
3,flawless,8.33553506464936e-104
4,flawless,1.3404770754370122e-108
5,flawless,1.8078175424296577e-101
6,flawless,2.1149143266384518e-5
7,flawless,5.572964182397827e-60
8,flawless,9.757093883043311e-80
9,flawless,1.776937842704752e-29
10,flawless,2.663907899933889e-28
1,rellenos,2.0016462990840732e-79
2,rellenos,8.995623000731544e-80
3,rellenos,5.071766341283174e-32
4,rellenos,3.088915301120663e-31
5,rellenos,1.8134821144065332e-79
6,rellenos,4.2298286532753566e-5
7,rellenos,2.0978504527680122e-31
8,rellenos,2.6160124059590918e-23
9,rellenos,3.046703213278792e-17
10,rellenos,3.088608057598912e-49
1,cheese.served,2.065537774246062e-70
2,cheese.served,3.695810610058575e-102
3,cheese.served,1.184070734916513e-48
4,cheese.served,1.0611944566842324e-27
5,cheese.served,2.4493402602370104e-94
6,cheese.served,6.344742979915352e-5
7,cheese.served,7.245543985848015e-70
8,cheese.served,2.134757397760103e-96
9,cheese.served,7.809802009869095e-32
10,cheese.served,1.1657254894969403e-74
1,insidea,3.159382911542699e-69
2,insidea,2.150603338203562e-125
3,insidea,1.702327350473677e-120
4,insidea,2.303772613626913e-48
5,insidea,1.2245207332160945e-105
6,insidea,2.1149143266384518e-5
7,insidea,7.248273468225539e-126
8,insidea,6.352113780223325e-119
9,insidea,2.4183275209851e-42
10,insidea,2.1279596380400848e-107
1,chimichanga,2.887700206017205e-81
2,chimichanga,4.930692188371206e-86
3,chimichanga,6.494132161875198e-83
4,chimichanga,3.288019196454697e-41
5,chimichanga,1.029635643426817e-73
6,chimichanga,6.344742348556196e-5
7,chimichanga,2.5438711589984037e-84
8,chimichanga,9.320482054022306e-40
9,chimichanga,1.242174147302975e-11
10,chimichanga,2.629136517704897e-38
1,tortilllas,2.9174464490334505e-104
2,tortilllas,7.453919842117431e-100
3,tortilllas,3.870381156306273e-80
4,tortilllas,1.6178187033213006e-94
5,tortilllas,1.3768949883929435e-89
6,tortilllas,2.1149143266384518e-5
7,tortilllas,3.985951934977475e-89
8,tortilllas,2.0510139489320224e-97
9,tortilllas,3.044082394438737e-24
10,tortilllas,1.3672143951343617e-73
1,craving,3.8296077485868063e-240
2,craving,3.534705947847545e-234
3,craving,2.54927933170713e-243
4,craving,4.714330586343649e-228
5,craving,5.411090035916155e-225
6,craving,1.4033605648937988e-247
7,craving,7.476376695608789e-5
8,craving,5.113271827091166e-235
9,craving,3.6461101364544106e-239
10,craving,3.688709252186209e-247
1,people,3.065110009341182e-155
2,people,5.324818142784311e-144
3,people,6.684640982187581e-29
4,people,2.186001082707835e-36
5,people,7.347980136286853e-122
6,people,1.472851519551456e-90
7,people,1.495275339121758e-4
8,people,8.723872979372787e-34
9,people,3.1452216601846505e-52
10,people,4.105272211361487e-66
1,satisfy,3.2588986333092843e-241
2,satisfy,1.59005398915891e-234
3,satisfy,6.329928297332473e-244
4,satisfy,8.065404399308684e-228
5,satisfy,1.2893579696626265e-225
6,satisfy,2.69582400527901e-248
7,satisfy,7.476376695608789e-5
8,satisfy,1.1331295462531518e-234
9,satisfy,1.769086532335608e-238
10,satisfy,5.695177848328688e-248
1,snack,7.138519253214032e-241
2,snack,1.8211081030127546e-234
3,snack,1.2305205915279812e-243
4,snack,9.762400366044078e-228
5,snack,1.2686719243928573e-225
6,snack,1.726930482330169e-247
7,snack,7.476376695608789e-5
8,snack,1.092931450907401e-234
9,snack,2.0305689139106125e-238
10,snack,2.2856949262489108e-247
1,tasted,1.107785510604649e-240
2,tasted,4.951714019334725e-235
3,tasted,3.9505988105579887e-244
4,tasted,1.2167396090673755e-227
5,tasted,9.818727994412759e-226
6,tasted,6.505500097832315e-248
7,tasted,7.476376695608789e-5
8,tasted,2.574213560438293e-235
9,tasted,5.340086381563837e-240
10,tasted,5.82079149379741e-248
1,cremay,9.358450053761224e-141
2,cremay,2.6984859180565676e-134
3,cremay,1.6334093732601074e-26
4,cremay,3.692764790416566e-5
5,cremay,1.8096951138014844e-100
6,cremay,2.2170134166276582e-111
7,cremay,3.343024577759071e-102
8,cremay,1.0427260047698914e-130
9,cremay,4.26571622453122e-41
10,cremay,2.2431050699578307e-49
1,desmenuzado,1.272894468632951e-139
2,desmenuzado,3.6009323010218764e-134
3,desmenuzado,3.484799429635986e-27
4,desmenuzado,3.692764790416566e-5
5,desmenuzado,1.0759311760532335e-101
6,desmenuzado,5.772432309815298e-111
7,desmenuzado,3.00474555803766e-102
8,desmenuzado,8.15909364739654e-132
9,desmenuzado,6.457670834933206e-41
10,desmenuzado,1.3187147099674092e-49
1,estilo,4.358178859435221e-94
2,estilo,3.8999772906055326e-90
3,estilo,6.708712058135869e-14
4,estilo,1.543953901342162e-8
5,estilo,2.5104738856199892e-79
6,estilo,3.7118471179613243e-90
7,estilo,9.045144202303937e-75
8,estilo,4.0061216837956825e-89
9,estilo,1.248129098707471e-4
10,estilo,2.765381933322496e-46
1,shedded,2.5710692598564225e-137
2,shedded,5.009124429311748e-132
3,shedded,1.7654962165454458e-24
4,shedded,3.692764790416566e-5
5,shedded,2.0036036800094895e-98
6,shedded,6.298031665946378e-110
7,shedded,1.2235353943175884e-100
8,shedded,9.40065474142473e-130
9,shedded,2.938281657666061e-38
10,shedded,1.422167488296725e-47
1,tlaquepaque,3.7787318014768786e-138
2,tlaquepaque,2.057786093351526e-134
3,tlaquepaque,7.306287459138019e-26
4,tlaquepaque,3.692764790416566e-5
5,tlaquepaque,1.0249322229630218e-99
6,tlaquepaque,1.2302211310136852e-110
7,tlaquepaque,1.812166066040845e-100
8,tlaquepaque,1.826398909942392e-129
9,tlaquepaque,1.1131404662507289e-39
10,tlaquepaque,2.4034646149486866e-48
1,mixto,1.0640748449289917e-32
2,mixto,7.412217561843691e-91
3,mixto,7.43893390013284e-5
4,mixto,7.288635319306418e-21
5,mixto,1.4602446911478027e-67
6,mixto,2.990100578203029e-35
7,mixto,9.472773165482517e-32
8,mixto,4.946273029512639e-5
9,mixto,5.432837835124751e-24
10,mixto,4.328456936182261e-39
1,guacamolesalad,2.637885157348004e-95
2,guacamolesalad,3.9652302947655885e-101
3,guacamolesalad,1.6861896362353127e-121
4,guacamolesalad,8.30955307022961e-104
5,guacamolesalad,7.883060323456275e-95
6,guacamolesalad,4.229828653276904e-5
7,guacamolesalad,4.172703296509056e-45
8,guacamolesalad,1.6186166925600465e-98
9,guacamolesalad,6.960226485152554e-34
10,guacamolesalad,4.7085247070500357e-110
1,cripy,3.568126161073188e-96
2,cripy,8.14738168354489e-86
3,cripy,1.8358607842344356e-100
4,cripy,1.9393153817930353e-92
5,cripy,3.467809917307108e-89
6,cripy,2.1149143266384518e-5
7,cripy,3.6453256039420664e-89
8,cripy,7.547508178088054e-43
9,cripy,7.389418689202831e-29
10,cripy,1.167781593997602e-100
1,lop,1.146193747687868e-74
2,lop,7.24446180632061e-72
3,lop,8.36984425470516e-25
4,lop,6.664970910739894e-77
5,lop,7.691458283890595e-69
6,lop,8.294055666826142e-33
7,lop,3.9393910472014543e-69
8,lop,5.625780431041072e-5
9,lop,3.324789789954882e-77
10,lop,2.2533704359127484e-87
1,oueso,2.940821176512699e-75
2,oueso,4.820832902875624e-71
3,oueso,5.83780888853741e-26
4,oueso,4.048964108139878e-77
5,oueso,9.169350950421374e-70
6,oueso,6.872221362765914e-34
7,oueso,8.051645959266496e-69
8,oueso,5.625780431041072e-5
9,oueso,9.387112215753229e-77
10,oueso,3.829550195711607e-87
1,cariutas,1.8846698790413398e-32
2,cariutas,3.8440141882935023e-97
3,cariutas,1.1681572516478576e-102
4,cariutas,8.34340713770527e-82
5,cariutas,4.787325792358937e-79
6,cariutas,2.1149143266384518e-5
7,cariutas,1.708215604763847e-90
8,cariutas,3.91959321478853e-89
9,cariutas,7.598141613609993e-23
10,cariutas,3.850919793232227e-107
1,scream,4.799336581526147e-123
2,scream,2.046797223724547e-103
3,scream,5.521899063797367e-62
4,scream,2.9155373555948483e-115
5,scream,1.2641605300771866e-37
6,scream,2.114914326637554e-5
7,scream,2.774275258769725e-112
8,scream,8.950536834576107e-109
9,scream,1.7687376295948773e-17
10,scream,1.2457295160190041e-36
1,sor,1.1911010419616359e-122
2,sor,9.091200900795171e-104
3,sor,2.6760455001630882e-61
4,sor,1.9572422513549344e-114
5,sor,5.386514374533686e-38
6,sor,2.114914326636239e-5
7,sor,1.546027208626686e-111
8,sor,5.328779984788629e-109
9,sor,4.354689692750226e-17
10,sor,2.201848854963334e-38
1,16oz,4.2455885992699315e-84
2,16oz,2.080074493422623e-81
3,16oz,1.2133150459502693e-13
4,16oz,3.6927865818605654e-5
5,16oz,9.158784209002278e-67
6,16oz,8.391851271040853e-24
7,16oz,1.5267905620249094e-74
8,16oz,4.852572941395411e-66
9,16oz,4.160985672154467e-5
10,16oz,6.787252141818434e-85
1,agria,8.862404263746285e-87
2,agria,3.5552024860097693e-85
3,agria,7.573012113381946e-34
4,agria,7.385529580832989e-5
5,agria,3.2555753371055846e-72
6,agria,8.360849287574256e-19
7,agria,1.9189222418407922e-80
8,agria,5.402432636430776e-79
9,agria,3.376791763552343e-88
10,agria,1.1108207332490623e-41
1,letuga,4.102943072467097e-99
2,letuga,6.529612517369154e-96
3,letuga,1.4045658162693955e-24
4,letuga,3.692764790416566e-5
5,letuga,1.3431392472444909e-76
6,letuga,2.3115553717314126e-25
7,letuga,4.170081822376114e-87
8,letuga,8.059205772141182e-87
9,letuga,1.592649721499731e-99
10,letuga,3.111908455517069e-107
1,mojado,9.50895359685931e-99
2,mojado,6.31076888124447e-97
3,mojado,8.198471130990032e-25
4,mojado,3.692764790416566e-5
5,mojado,1.0318811884804484e-77
6,mojado,5.423343450672566e-26
7,mojado,6.007996567608224e-88
8,mojado,1.0041994770251235e-87
9,mojado,1.6639514542774091e-100
10,mojado,1.4888794878097497e-107
1,coronas,5.053910658191846e-81
2,coronas,2.23038844380307e-78
3,coronas,4.7427143603589906e-77
4,coronas,4.825680751237134e-82
5,coronas,3.2580497029910387e-72
6,coronas,3.6901691398350554e-35
7,coronas,7.872955793480349e-29
8,coronas,5.625780431041072e-5
9,coronas,1.9021473131505718e-41
10,coronas,1.4533916290253782e-94
1,sope,6.640428218124495e-78
2,sope,2.8141017198558965e-76
3,sope,1.4396979962531788e-81
4,sope,7.487016610971057e-25
5,sope,9.2200488348222e-70
6,sope,4.229828653195621e-5
7,sope,1.3669619827473874e-39
8,sope,5.38375688973563e-74
9,sope,1.5992537547907239e-15
10,sope,3.972198921372575e-32
1,barbeque,8.94789582675975e-80
2,barbeque,1.1668358825868884e-79
3,barbeque,6.898581776714697e-5
4,barbeque,3.811506054032601e-5
5,barbeque,5.364676705970708e-24
6,barbeque,3.83181346662316e-17
7,barbeque,1.7013618477512261e-37
8,barbeque,6.336132832913092e-47
9,barbeque,4.6215919323013314e-8
10,barbeque,8.695813060878109e-28
1,16,2.0472673515352352e-102
2,16,3.8477632696183086e-101
3,16,2.2842802447681494e-43
4,16,2.4699984929122795e-21
5,16,4.277238585915273e-38
6,16,6.344742979915352e-5
