topic,term,beta
7,butt,4.7889706570471126e-80
8,butt,2.199757494168414e-25
9,butt,3.3989408157178074e-83
10,butt,4.956296133735817e-97
1,chice,9.542886369679124e-95
2,chice,1.056026824745987e-35
3,chice,3.9762577033410775e-43
4,chice,1.2534044249724268e-38
5,chice,1.1907004005633725e-106
6,chice,2.114914326637381e-5
7,chice,6.95820610670266e-114
8,chice,9.11115281017833e-120
9,chice,2.1033601324416603e-17
10,chice,1.7979391414108255e-21
1,ballast,1.7745882229304802e-41
2,ballast,9.823431680941982e-81
3,ballast,3.507632999705158e-5
4,ballast,6.871964380248217e-63
5,ballast,3.452628311839965e-92
6,ballast,2.6728940131425567e-117
7,ballast,4.0623711884990216e-36
8,ballast,5.925772388817051e-37
9,ballast,9.006660196607056e-116
10,ballast,3.0672156986762717e-103
1,fiscalini,2.0388771969078236e-40
2,fiscalini,1.0981091579306646e-79
3,fiscalini,3.507632999705158e-5
4,fiscalini,1.000416355526499e-61
5,fiscalini,6.079536830311861e-91
6,fiscalini,2.67068627318604e-116
7,fiscalini,5.467263912979524e-35
8,fiscalini,3.621930287905288e-36
9,fiscalini,7.188472558839444e-115
10,fiscalini,1.6982898701153306e-103
1,pale,3.393940923678234e-41
2,pale,5.127630717168725e-81
3,pale,3.507632999705158e-5
4,pale,1.6688342927422092e-62
5,pale,2.5066756429192582e-92
6,pale,5.971497516020398e-117
7,pale,4.2133387980767845e-36
8,pale,9.757469148132464e-38
9,pale,1.4772015471201071e-115
10,pale,9.459348308641734e-103
1,dynamite,1.5107184294150104e-65
2,dynamite,2.7896372549397614e-78
3,dynamite,1.5093390821516425e-13
4,dynamite,1.4316687403457322e-18
5,dynamite,1.0543429720212184e-37
6,dynamite,1.1228694503848144e-31
7,dynamite,2.990550675026391e-4
8,dynamite,2.6894386594209724e-75
9,dynamite,2.811559263940784e-41
10,dynamite,3.5385933503880496e-34
1,1855,1.113427300314362e-102
2,1855,8.8967185232566565e-99
3,1855,2.7867119677716757e-21
4,1855,8.232068934675611e-105
5,1855,2.460857503193475e-94
6,1855,6.089140711443163e-78
7,1855,1.6397368928684283e-61
8,1855,5.625780431041072e-5
9,1855,1.6165698335140062e-105
10,1855,7.285754384810016e-83
1,haricot,2.3301951457079837e-104
2,haricot,2.3802796879868175e-100
3,haricot,1.348110022020956e-22
4,haricot,1.6191067831316716e-106
5,haricot,4.161857366160282e-96
6,haricot,2.238969860945009e-78
7,haricot,1.1149011529149604e-64
8,haricot,5.625780431041072e-5
9,haricot,1.1030517713630797e-105
10,haricot,8.537599041589885e-85
1,pee,8.987298168898559e-104
2,pee,4.264448985858155e-100
3,pee,1.7734270904550102e-23
4,pee,1.0877568172783353e-105
5,pee,1.6696739366719348e-95
6,pee,3.157990014150932e-78
7,pee,1.3564020147794744e-62
8,pee,5.625780431041072e-5
9,pee,1.4705012063999597e-105
10,pee,4.6258013059451425e-84
1,verts,2.4925059532618353e-104
2,verts,1.2144621200805057e-100
3,verts,9.125136467392363e-23
4,verts,2.973020183697219e-106
5,verts,4.867201442134392e-96
6,verts,6.235072134817837e-79
7,verts,5.250888457110758e-63
8,verts,5.625780431041072e-5
9,verts,6.283128127140342e-106
10,verts,1.5959118476380763e-84
1,wee,2.275566444781037e-104
2,wee,1.3973316880776428e-100
3,wee,5.599900468727834e-23
4,wee,4.3528215176824867e-106
5,wee,9.134854553743534e-97
6,wee,1.238778119124253e-78
7,wee,5.711759697408634e-63
8,wee,5.625780431041072e-5
9,wee,8.204842600257674e-106
10,wee,2.7786895167296527e-84
1,weiser,7.00033260739828e-105
2,weiser,9.98587907503932e-101
3,weiser,3.5961886271294616e-23
4,weiser,3.689989347252616e-106
5,weiser,7.285388709974827e-96
6,weiser,1.593242259488114e-78
7,weiser,3.0941702911059637e-63
8,weiser,5.625780431041072e-5
9,weiser,7.942733011914129e-106
10,weiser,7.436695579155119e-85
1,sounds,2.900089597431953e-69
2,sounds,6.512522661801684e-69
3,sounds,2.5357325766338393e-77
4,sounds,4.452319955243949e-75
5,sounds,7.426736405261909e-65
6,sounds,4.4007510381022136e-85
7,sounds,5.9277486126367725e-67
8,sounds,1.1251560862082145e-4
9,sounds,6.573746157430231e-75
10,sounds,1.2443389947302365e-28
1,9.29,1.2585205441862854e-34
2,9.29,3.1216116763272387e-90
3,9.29,1.3752735329236247e-111
4,9.29,5.187113269017511e-112
5,9.29,1.0593105097319099e-102
6,9.29,1.0097516422425046e-110
7,9.29,1.7841342660982797e-25
8,9.29,5.625780431041072e-5
9,9.29,5.354339680843587e-105
10,9.29,1.1958307268470315e-123
1,tortilla.or,2.469125388195848e-34
2,tortilla.or,2.3280977635332977e-90
3,tortilla.or,2.6201767286527645e-111
4,tortilla.or,1.2285443799129956e-111
5,tortilla.or,3.995412954079921e-102
6,tortilla.or,1.211865274319197e-110
7,tortilla.or,1.821043395205991e-24
8,tortilla.or,5.625780431041072e-5
9,tortilla.or,1.9438736598274082e-104
10,tortilla.or,1.5438820024710216e-122
1,yucutan,1.3062193895858098e-24
2,yucutan,2.2609460613661941e-13
3,yucutan,6.978100310889205e-14
4,yucutan,7.10909044008491e-30
5,yucutan,6.489105216958818e-59
6,yucutan,1.5344200499559682e-85
7,yucutan,2.6024708834497442e-24
8,yucutan,5.625780400755704e-5
9,yucutan,1.1784110696891143e-20
10,yucutan,2.983145018734097e-100
1,sop,1.868952403365696e-94
2,sop,7.196826183511922e-94
3,sop,1.91690870284516e-96
4,sop,9.702659899683662e-11
5,sop,1.9183948618024705e-90
6,sop,2.1149087696431016e-5
7,sop,2.8634904821191872e-92
8,sop,2.3481979119470286e-82
9,sop,3.686247669076505e-30
10,sop,1.3642452363076733e-15
1,drowned,3.305914322570112e-23
2,drowned,5.383905453598804e-85
3,drowned,3.507632937862047e-5
4,drowned,1.1868383774369624e-101
5,drowned,2.755519575731516e-98
6,drowned,8.872739984105029e-107
7,drowned,2.6826534842421308e-37
8,drowned,9.91881801876788e-13
9,drowned,2.720886790202911e-101
10,drowned,4.014243887197212e-46
1,chimoll,3.752330393839724e-82
2,chimoll,9.322391699365555e-81
3,chimoll,1.0869584064678063e-27
4,chimoll,7.007824678102529e-76
5,chimoll,1.9346229322767756e-74
6,chimoll,5.066753533239452e-15
7,chimoll,5.5369401900863054e-73
8,chimoll,5.6257804296823004e-5
9,chimoll,1.5717633682012374e-77
10,chimoll,5.444485747323115e-17
1,rye,3.514306432687739e-82
2,rye,3.1433093056190804e-80
3,rye,3.29908805391732e-28
4,rye,2.3914058933179145e-76
5,rye,9.127217561116491e-74
6,rye,2.375341228329276e-15
7,rye,1.9838741273599898e-72
8,rye,5.625780430398637e-5
9,rye,2.975675881047471e-78
10,rye,5.2419300491701994e-17
1,dabs,1.866529766508826e-94
2,dabs,3.4021324634782768e-93
3,dabs,4.1505146606648794e-97
4,dabs,6.21603804384485e-98
5,dabs,7.422867197577768e-13
6,dabs,7.791724625907617e-10
7,dabs,2.145995437117727e-60
8,dabs,5.62557311730779e-5
9,dabs,1.4268299971874905e-19
10,dabs,2.4537582347243833e-47
1,3pc,4.907315147956954e-98
2,3pc,1.3478166891228825e-19
3,3pc,3.507632999705151e-5
4,3pc,5.07235801946714e-37
5,3pc,2.1616026229859258e-95
6,3pc,2.6117004785409024e-37
7,3pc,5.899755291273109e-90
8,3pc,3.978970676912718e-90
9,3pc,7.055213245072178e-79
10,3pc,3.699482427717551e-76
1,amor,3.922071415908862e-97
2,amor,4.490312702421212e-18
3,amor,3.5076329997049205e-5
4,amor,2.8298746291564975e-36
5,amor,2.3338871044124345e-95
6,amor,3.841417655774347e-37
7,amor,4.1783453210144116e-89
8,amor,1.5859022296519354e-89
9,amor,5.1676332807254264e-79
10,amor,1.471755489153665e-75
1,porchetta,1.3902930271292016e-97
2,porchetta,1.6851261547570066e-18
3,porchetta,3.50763299970507e-5
4,porchetta,3.37615997373215e-37
5,porchetta,1.3417168218576236e-95
6,porchetta,1.7962093589094269e-37
7,porchetta,9.22211218160953e-90
8,porchetta,9.84475395364223e-92
9,porchetta,1.0560987153531246e-78
10,porchetta,8.240489259878492e-76
1,view,3.825758334162809e-98
2,view,1.7117897841862013e-19
3,view,3.507632999705145e-5
4,view,1.1016138156614324e-36
5,view,9.963553204665845e-96
6,view,4.651916984629066e-37
7,view,2.4318658972880896e-90
8,view,2.1775832771908285e-91
9,view,7.210372963126391e-79
10,view,5.3815679387034494e-76
1,peewees,2.4471399593429486e-73
2,peewees,2.1059843879728658e-87
3,peewees,4.6273343118283e-25
4,peewees,1.8535542204805258e-56
5,peewees,7.013694363148093e-83
6,peewees,2.1149143266384518e-5
7,peewees,1.3365654877000475e-81
8,peewees,1.334708664630458e-80
9,peewees,4.782577116537965e-56
10,peewees,2.8359002071524893e-103
1,sheila,5.791274523690183e-73
2,sheila,1.2914682116573409e-86
3,sheila,2.618842977262405e-25
4,sheila,1.1402860034403159e-57
5,sheila,1.0746683251042522e-83
6,sheila,2.1149143266384518e-5
7,sheila,2.079150567965944e-81
8,sheila,1.2173010266185371e-80
9,sheila,2.1399000207077414e-56
10,sheila,1.4423705081712946e-103
1,wenton,1.8035211883984726e-74
2,wenton,6.773606897913808e-87
3,wenton,1.7072800941858616e-25
4,wenton,1.4819768688918167e-56
5,wenton,6.3197099668941e-83
6,wenton,2.1149143266384518e-5
7,wenton,1.0204189647786722e-81
8,wenton,8.048805943426989e-81
9,wenton,4.158242162037228e-56
10,wenton,6.395648145218641e-103
1,marinara,2.0606041880050196e-48
2,marinara,2.102908853351575e-65
3,marinara,1.6216400282127594e-95
4,marinara,2.464073552033348e-22
5,marinara,3.364667868937714e-70
6,marinara,7.454653543860057e-19
7,marinara,2.20412197025721e-81
8,marinara,2.2503121724164093e-4
9,marinara,7.995364813794071e-92
10,marinara,4.4314215070144783e-23
1,beam,1.5413866222547698e-94
2,beam,2.0887854337569572e-95
3,beam,2.494070728852073e-99
4,beam,6.343020175862692e-88
5,beam,1.348896318583993e-89
6,beam,2.1149143266384518e-5
7,beam,1.8499902831901103e-92
8,beam,1.5620249478984774e-90
9,beam,2.8956610544111737e-87
10,beam,1.4741116267541768e-39
1,gaucamale,3.9092504885058766e-115
2,gaucamale,6.011704643533288e-110
3,gaucamale,5.07080537783758e-81
4,gaucamale,2.3673739537623536e-110
5,gaucamale,1.4068604814126642e-104
6,gaucamale,2.1149143266384518e-5
7,gaucamale,5.459000166001675e-41
8,gaucamale,1.4808139784595036e-106
9,gaucamale,9.893290872899132e-35
10,gaucamale,1.7928362893064753e-121
1,mea,2.054847198648474e-115
2,mea,1.5391412270543157e-109
3,mea,6.007829403289394e-81
4,mea,1.3681429130774992e-111
5,mea,6.205606346805695e-105
6,mea,2.1149143266384518e-5
7,mea,5.913676441067385e-41
8,mea,1.5009839613032706e-106
9,mea,1.2375767314623262e-34
10,mea,1.3007954211312699e-121
1,suacamole,2.070720495130173e-115
2,suacamole,1.0397057048896572e-108
3,suacamole,8.332544326842232e-80
4,suacamole,4.579960254485399e-110
5,suacamole,1.7512349976555065e-104
6,suacamole,2.1149143266384518e-5
7,suacamole,9.35339353633484e-41
8,suacamole,6.927888145658242e-107
9,suacamole,2.5538287343844385e-34
10,suacamole,3.633734980393098e-121
1,sala,8.055805522207244e-110
2,sala,9.96412003037784e-35
3,sala,1.0678317339601128e-105
4,sala,3.008462285505496e-24
5,sala,6.843075902432219e-16
6,sala,2.114914326620855e-5
7,sala,1.1076746601580007e-17
8,sala,7.487714706940966e-103
9,sala,5.030474671642556e-24
10,sala,5.626075303406016e-100
1,salas,1.925720661496225e-74
2,salas,9.210016307423262e-43
3,salas,1.1247975154322051e-72
4,salas,1.089685919392096e-9
5,salas,7.854402720898198e-24
6,salas,4.2296332820213544e-5
7,salas,3.035485846499655e-25
8,salas,3.5368822623403587e-9
9,salas,1.1266893370269523e-31
10,salas,2.1133336917720148e-80
1,tomatillos,2.677727821130524e-16
2,tomatillos,9.020985836485614e-34
3,tomatillos,2.7824392821291765e-18
4,tomatillos,1.314240058266011e-9
5,tomatillos,5.752555568383121e-16
6,tomatillos,2.3792918945820702e-5
7,tomatillos,5.471442574341776e-20
8,tomatillos,1.0548102771081886e-4
9,tomatillos,6.266342748660471e-26
10,tomatillos,2.5775807071962e-81
1,tortillpinto,5.875412677362292e-111
2,tortillpinto,4.483344773246388e-37
3,tortillpinto,3.8798417731919076e-106
4,tortillpinto,4.6861689853775214e-26
5,tortillpinto,3.604646102607892e-17
6,tortillpinto,2.114914326637494e-5
7,tortillpinto,1.6134153642209644e-18
8,tortillpinto,7.112648126353637e-104
9,tortillpinto,7.707889600081869e-25
10,tortillpinto,1.4615741474748556e-100
1,ot,6.885174424911185e-32
2,ot,4.254838643673e-96
3,ot,3.704085884687713e-120
4,ot,2.9403229548854415e-40
5,ot,3.7193425062667707e-31
6,ot,2.1149143266384518e-5
7,ot,2.3135499799336895e-71
8,ot,1.7758641955797836e-37
9,ot,1.0222658403008331e-109
10,ot,9.023064066280937e-60
1,potates,1.3496878598498719e-33
2,potates,9.898807763955681e-97
3,potates,4.4403613633688036e-120
4,potates,2.5837556327009916e-41
5,potates,2.98065528845577e-31
6,potates,2.1149143266384518e-5
7,potates,3.1372775236410888e-71
8,potates,5.543935464780443e-38
9,potates,6.292877666721362e-110
10,potates,4.639623258650633e-58
1,refreied,1.9011604894957425e-33
2,refreied,1.89341732190255e-96
3,refreied,1.974856895990186e-120
4,refreied,1.7664665907371014e-40
5,refreied,1.9022340443395644e-32
6,refreied,2.1149143266384518e-5
7,refreied,2.882354511903897e-71
8,refreied,1.1716234814597173e-38
9,refreied,2.756484041702144e-110
10,refreied,2.9937318776026788e-58
1,buddy,4.345317913049583e-75
2,buddy,6.665526929703442e-72
3,buddy,5.336460750889101e-80
4,buddy,9.291334009195495e-78
5,buddy,2.5354561059981655e-68
6,buddy,2.1960006963834017e-88
7,buddy,7.124655093639344e-70
8,buddy,5.625780431041072e-5
9,buddy,5.060917168474449e-78
10,buddy,1.67124491192259e-34
1,nutty,4.2944541234450348e-75
2,nutty,4.760289895388591e-72
3,nutty,5.5600606888790705e-80
4,nutty,3.5393996056338095e-78
5,nutty,3.85681358694924e-68
6,nutty,2.614492110442075e-88
7,nutty,6.901874920338045e-70
8,nutty,5.625780431041072e-5
9,nutty,7.015780931194631e-79
10,nutty,8.02741547073445e-35
1,papper,1.8232095029083748e-30
2,papper,1.4259628164898936e-61
3,papper,3.507622548781722e-5
4,papper,1.0752532384927716e-10
5,papper,4.081815318122989e-83
6,papper,9.493263237332359e-107
7,papper,1.0706490382827479e-82
8,papper,3.808461415958948e-12
9,papper,4.873932982378376e-96
10,papper,2.7027874201571393e-109
1,watercress,1.7844960063368234e-40
2,watercress,4.735224866278456e-78
3,watercress,3.507632999705158e-5
4,watercress,9.837195549389021e-106
5,watercress,2.933511240993367e-96
6,watercress,2.1990468078305234e-112
7,watercress,2.0035093766708016e-97
8,watercress,1.5380830168069551e-99
9,watercress,2.4775831318452247e-99
10,watercress,2.1691020259963468e-101
1,cacos,8.097148476448421e-80
2,cacos,4.3238369975163855e-112
3,cacos,1.5548524247311657e-119
4,cacos,5.752433556210934e-103
5,cacos,1.1016737358356623e-101
6,cacos,2.1149143266384518e-5
7,cacos,1.5515398206448805e-86
8,cacos,3.198614566894201e-30
9,cacos,1.645890671385278e-20
10,cacos,1.4940848938928147e-108
1,citronge,1.303907856101614e-78
2,citronge,2.3491885882877636e-112
3,citronge,7.86803218101257e-120
4,citronge,3.115938947593908e-103
5,citronge,7.336230314990851e-101
6,citronge,2.1149143266384518e-5
7,citronge,5.9512491827390025e-86
8,citronge,3.5244800445724725e-30
9,citronge,1.890208057492907e-21
10,citronge,2.897464999055222e-109
1,don,1.484423418842029e-79
2,don,1.0705226505087888e-111
3,don,8.909764065943018e-120
4,don,1.910491688293171e-102
5,don,3.084553247370389e-100
6,don,2.1149143266384518e-5
7,don,5.238741266781333e-86
8,don,7.379503056874082e-30
9,don,2.0900327708567514e-20
10,don,2.141876359277408e-108
1,julio,3.2676839363400807e-79
2,julio,4.827807168864768e-115
3,julio,7.991194322061987e-120
4,julio,2.768949281567207e-102
5,julio,2.4229236204698486e-100
6,julio,2.1149143266384518e-5
7,julio,1.2502633641513047e-86
8,julio,4.045377449586607e-30
9,julio,7.54857512443478e-21
10,julio,3.73632182538048e-109
1,patron,2.4768846467903117e-78
2,patron,2.8890328958814235e-112
3,patron,1.2284638731358572e-119
4,patron,1.5523581637026079e-102
5,patron,2.9036224140391524e-100
6,patron,2.1149143266384518e-5
7,patron,5.6153989930672555e-86
8,patron,3.677171060035736e-30
9,patron,1.690247067672601e-20
10,patron,1.5380377782319816e-108
1,silver,1.2679888821933977e-85
2,silver,1.0428202624800117e-113
3,silver,8.222032389026591e-54
4,silver,1.6475699771136639e-102
5,silver,1.4053078565334074e-105
6,silver,4.229828653276897e-5
7,silver,4.153111929676507e-93
8,silver,6.686380643118366e-42
9,silver,5.24148767562629e-20
10,silver,1.8496953446257436e-67
1,0z,5.07836282903495e-106
2,0z,1.3314737355031144e-108
3,0z,1.989516348365361e-99
4,0z,2.2372411167260928e-10
5,0z,1.8498593506874077e-85
6,0z,4.90229605462538e-11
7,0z,7.057597290731828e-106
8,0z,1.2002040458161728e-69
9,0z,4.160975386839952e-5
10,0z,1.292853746799178e-111
1,32,2.207458338082053e-105
2,32,5.295662609721768e-108
3,32,1.3023439530858482e-98
4,32,2.1395536695348776e-10
5,32,3.815902995553761e-85
6,32,2.407296930790648e-10
7,32,5.044071132836209e-105
8,32,5.516545320385201e-69
9,32,4.160938770041916e-5
10,32,3.106406113399451e-111
1,cap,6.22661423922649e-116
2,cap,2.6191198595101304e-109
3,cap,3.961519961379841e-12
4,cap,3.569120084262829e-84
5,cap,1.9998329175610215e-30
6,cap,5.3198984348527795e-34
7,cap,7.476375851226956e-5
8,cap,1.7078003873496187e-33
9,cap,2.411565942531148e-32
10,cap,3.9847585718938854e-52
1,ass,2.616218025376757e-75
2,ass,8.746498120713392e-111
3,ass,1.0522898999115466e-4
4,ass,1.1343060991503442e-51
5,ass,4.88083176254144e-106
6,ass,7.070744333789925e-126
7,ass,2.4261872463951086e-66
8,ass,9.14805397592829e-113
9,ass,9.015419780724893e-31
10,ass,2.90430698424652e-47
1,withchoice,8.495644205143345e-85
2,withchoice,7.41630412741923e-74
3,withchoice,3.507632904099001e-5
4,withchoice,5.0424465995129864e-24
5,withchoice,2.153554718944057e-12
6,withchoice,3.256364085531993e-14
7,withchoice,4.791500794694007e-76
8,withchoice,4.120038744983947e-76
9,withchoice,4.988329153045445e-81
10,withchoice,1.7354498466761976e-97
1,acompanada,1.1460953731428031e-116
2,acompanada,4.10503101955869e-102
3,acompanada,3.507632997117939e-5
4,acompanada,1.8893590857794655e-114
5,acompanada,2.433817600575899e-107
6,acompanada,2.666697633475735e-57
7,acompanada,1.9423150976525288e-110
8,acompanada,2.0489438661722788e-47
9,acompanada,3.069148252222271e-14
10,acompanada,7.277465800564324e-123
1,cama,3.863544617112748e-117
2,cama,3.082896427956415e-101
3,cama,3.507632987022217e-5
4,cama,3.704649644986844e-115
5,cama,1.0643731850216433e-106
6,cama,3.3685648758271607e-56
7,cama,1.124896930927797e-110
8,cama,2.5939977198751336e-47
9,cama,1.5045429925575996e-13
10,cama,2.5645447872526454e-122
1,chioce,6.182447204120608e-117
2,chioce,2.3141771785229885e-101
3,chioce,3.507632999506719e-5
4,chioce,1.2875794242575642e-114
5,chioce,1.6163290560812912e-107
6,chioce,2.5056457592418146e-56
7,chioce,1.6164221978232558e-110
8,chioce,4.746084572886434e-47
9,chioce,2.3540323898903247e-15
10,chioce,1.619184353775876e-122
1,gusto,2.3364569943000215e-118
2,gusto,3.0290350205180776e-102
3,gusto,3.50763299628364e-5
4,gusto,4.151599610387089e-115
5,gusto,7.489468133218255e-108
6,gusto,4.451012351766785e-57
7,gusto,3.800171280748296e-111
8,gusto,3.2323383145963317e-48
9,gusto,4.058853315444073e-14
10,gusto,5.07260579809993e-124
1,jamon,4.6565694057045755e-117
2,jamon,2.579377971269718e-106
3,jamon,7.015265999410315e-5
4,jamon,1.3430464434745544e-111
5,jamon,1.0151407272184004e-109
6,jamon,2.7984944695055464e-66
7,jamon,4.736100301185983e-112
8,jamon,1.5611287636584653e-54
9,jamon,1.917436176613012e-27
10,jamon,5.924948600204063e-125
1,una,3.967362197729695e-117
2,una,2.2071436528338705e-106
3,una,7.015265999410315e-5
4,una,9.724548589061107e-112
5,una,1.0477153697007502e-109
6,una,4.271323025308246e-66
7,una,1.3558898304694607e-113
8,una,3.475428024701927e-54
9,una,5.277896166887378e-26
10,una,4.74472773898121e-125
1,rex,2.5393310400032168e-108
2,rex,4.8314895886194194e-104
3,rex,1.2513496943923464e-87
4,rex,7.246754761976349e-109
5,rex,1.3092223760010237e-87
6,rex,5.520157030769676e-27
7,rex,7.47637669553119e-5
8,rex,7.965969545941032e-104
9,rex,4.318541193595017e-16
10,rex,4.195402627151643e-37
1,english,1.820350256208237e-96
2,english,1.831564966791265e-101
3,english,3.507632999705158e-5
4,english,4.519047186997474e-37
5,english,4.89850147078044e-84
